"ID","fdr_pval","pval","zval","Qval","Qpval","tau2","Gene_Name"
"DDAH2",0.0203544295226863,1.88158960792162e-05,4.27849766824404,0.747022849887782,0.688313122312618,0,"dimethylarginine dimethylaminohydrolase 2"
"GCK",0.0203544295226863,3.73073114550149e-05,4.12355266197579,1.08664358509086,0.580815695127553,0,"glucokinase"
"LOC102724788 /// PRODH",0.0203544295226863,1.74266845693882e-05,4.29554224547999,0.428894187580914,0.806987505252566,0,NA
"SCMH1",0.0203544295226863,3.38694063350964e-05,4.145756194756,0.889628551151263,0.640943303804946,0,"Scm polycomb group protein homolog 1"
"SDS",0.0203544295226863,4.07691465333926e-05,4.10307701356427,1.12469539295794,0.569869611270132,0,"serine dehydratase"
"SNTA1",0.0203544295226863,4.97000498889122e-05,4.05703305634981,1.72731077984409,0.421618083584583,0,"syntrophin alpha 1"
"ZRSR2",0.0203544295226863,3.151046535943e-05,4.16226623717289,0.70186894292617,0.704029886392505,0,"zinc finger CCCH-type, RNA binding motif and serine/arginine rich 2"
"CCL14 /// CCL15-CCL14",0.0206312866202097,5.49557024289715e-05,4.03348494795778,1.48404151005904,0.476150758656381,0,NA
"EDN1",0.0218908053375224,6.56556410048026e-05,3.99150378259504,2.12831856626336,0.345017795151511,0.0119443903260865,"endothelin 1"
"ITIH4",0.0218908053375224,6.60146339925838e-05,3.99021066853724,0.33122355276946,0.847375141381376,0,"inter-alpha-trypsin inhibitor heavy chain family member 4"
"RLBP1",0.0263717931535543,9.56136044782951e-05,3.90146166591733,1.06578013045143,0.586906318712176,0,"retinaldehyde binding protein 1"
"ANKZF1",0.0304545788640306,0.000124559429451443,3.83697444240209,0.118786577144854,0.942336086255094,0,"ankyrin repeat and zinc finger domain containing 1"
"HYI",0.0304545788640306,0.000126189893924211,3.83377827923714,0.356446620005664,0.836755546740309,0,"hydroxypyruvate isomerase (putative)"
"FLJ11710",0.030593521780778,0.000144636546419941,3.80010199280109,0.383066253813846,0.825692272022381,0,NA
"PROP1",0.030593521780778,0.000146711814552614,3.79657022668369,0.467224942134834,0.791668550925895,0,"PROP paired-like homeobox 1"
"RPL35P8 /// RPL35P8",0.030593521780778,0.000142438412834567,3.80389528181251,0.831080332055491,0.659983683638075,0,NA
"CDK5RAP2",0.0312119289533928,0.000174313772705936,3.75359881205458,0.491626206205053,0.78206837742068,0,"CDK5 regulatory subunit associated protein 2"
"ITPR2",0.0312119289533928,0.000189373153842265,3.73278643433456,0.713014422282202,0.700117422805894,0,"inositol 1,4,5-trisphosphate receptor type 2"
"MTMR14",0.0312119289533928,0.000182562717790713,3.74199834522198,0.625242534947301,0.731526913146915,0,"myotubularin related protein 14"
"PLEKHO2",0.0312119289533928,0.000179756833332601,3.7458879275314,0.381363883365727,0.826395388282581,0,"pleckstrin homology domain containing O2"
"RHBDF1",0.0312119289533928,0.000173532432279799,3.75472423105199,0.973623325693857,0.6145827708148,0,"rhomboid 5 homolog 1"
"WFS1",0.0312119289533928,0.000165325234807945,3.76684248486222,0.311623149596938,0.855720414472751,0,"wolframin ER transmembrane glycoprotein"
"CPNE1",0.0315772811197793,0.000200935714117723,3.71783716418671,0.716690297689647,0.698831832376942,0,"copine 1"
"FCN1",0.0331380311389107,0.000224015014333778,3.69027129521274,0.307332380650009,0.857558234473928,0,"ficolin 1"
"SMO",0.0331380311389107,0.000225578902314449,3.68850126784144,0.272494149704111,0.872627001664004,0,"smoothened, frizzled class receptor"
"RPS4X",0.0342673047475241,0.000238337154736756,3.67447695368568,0.437604951697994,0.803480409266135,0,"ribosomal protein S4, X-linked"
"MYO7A",0.0349069014028356,0.00026665737106546,3.64570728439064,1.82404689757247,0.401710560362088,0,"myosin VIIA"
